Indicativ,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31
ab,-0.06233532875374661,0.9934227966944339,-0.601019057730753,0.6687641005260293,0.8638419169829892,-0.20214212994284847,-0.8932241780615991,1.697387148339801,-1.189049477083522,-0.5059055267462021,0.03219635879029091,0.009233924910800918,1.5068048577476671,-0.032325020003939026,-0.5841189525388985,-1.0970265485079778,0.32185058298528896,1.0198542794644307,0.8075421503038335,1.0609953467763504,1.6211413989011032,-1.629202944841914,-0.5634737025519803,0.6213990796378335,-1.2178998367353373,0.6455181313829724,-1.7911941250988441,-1.216805041495579,0.549377113176032,-0.05303243029709428,0.0
ar,0.03583075380426862,-0.5229946844297165,-0.9046474995457439,0.39955492145969485,1.027377323224952,0.08253842010259285,0.20311968380946244,1.2146741262210028,-1.5964913491843713,-0.5808303380745443,0.2639702392129969,-0.04192028888956152,1.5204683292987122,0.16512127534597845,0.20445436132921002,-0.5159234836478024,0.7457651824503301,-2.5739153406396285,0.2211248643592979,1.0894612902741987,0.06314024554855052,-0.047478457038525955,1.3333643871188814,-0.010145496855677357,0.2536272280006976,0.471810044826059,1.8558109284987165,0.26907861044363796,-0.4233983913055378,-0.6907673213463131,0.0
ag,0.4422902485946107,-0.6895084698286665,-1.0267759477547875,0.28969301458465363,-0.4967906598033262,0.2980911994996357,-1.423664841032496,0.43084210523228633,0.9837467449084106,-1.05556706281209,-1.795324813488798,-0.26536770231006535,1.4119120292060816,-0.6405139693879224,-2.134531159308039,-0.3842273545916136,0.9545924829804431,0.07558782474336168,0.9703949531300965,-2.392788509059694,-0.9115144902582629,0.3725218308638962,0.9588846899189428,0.4839110936811974,-0.09631495946476169,1.2902883363430475,0.8536858333871461,-0.5088734736927819,0.8938889851809039,-0.3272252087436257,0.0
bc,-0.48155723873074496,-0.34711115397038333,0.8566594111262044,-0.5713303275214008,-0.7080469608137157,-0.1665702719489256,-0.6441746689938949,-0.7226840401848634,0.7760069301360556,0.43777001828241163,0.12754523051985925,0.5936284892422484,1.4452558442021162,-1.2482906962215317,0.010269712882759626,-0.749439021025411,0.3839839627144602,0.2794106260669729,-1.1949304702504011,-0.4634369785309461,-0.8402794448629834,-0.6075044781407465,-2.0157580623032665,-0.31511443416451423,-0.4718461126123657,-1.8651124843133409,0.42556820551685876,-1.5690364535097068,1.5363238125434198,-0.41876015486654566,0.0
bh,0.21488631896186985,0.31535196729532644,-0.5601733716336461,-0.7401895400444904,0.14455434553826788,1.037914777988265,0.45606318302933996,-0.8944018187748155,-0.5797276048895136,-0.6177648786353004,-0.8391483451757005,-0.22905809084481074,-0.4075314090876077,1.042275019362722,-0.6256502530045054,0.06138410148181959,-0.885291584022138,-0.010042724407206273,-0.9530810448568078,0.8045415709644912,-1.3089148506566526,0.2377197437781165,-0.08605027884752756,2.7871489332024555,0.9917735755729666,0.6260724815706353,-0.22124528562583967,-0.38146890550969825,-0.7537054294393805,0.30346201852353344,0.0
bn,-0.11011530400145075,0.554809217344153,-0.5278810086578131,-1.2518165194653508,1.978744184956632,0.2849519586886054,-0.46599414879852685,-0.3231559885318314,1.4169367070923231,-1.8915449445689694,0.377131988201175,0.20780894244918385,-1.430112597299677,0.2323459190048175,-2.0160430396484017,0.0531414293515123,-0.587910468241346,-0.25054811832435075,-2.923358487663571,0.3743291481981017,0.45700094278775,1.1769759181220159,-1.0585685568850491,0.09296414816413862,-0.5368601267813052,0.28661811033761786,-0.06521462264127578,-0.2989483593652027,-0.7584045007493161,0.16060389669008823,0.0
bt,-0.8238265588376996,-0.6223290173096644,1.0651916147104203,-0.7836424425618017,1.0994122720899098,-0.1702645000480754,0.7083368052843027,-0.20921194326220485,-0.7884126838363034,-0.8744545107773507,-0.6290884995499522,-1.2274255868501827,-0.5477037437822648,0.2913204517769126,0.17653021912374905,0.9582169126353454,-0.6260152484213908,-0.5694071598042366,2.8000049066508965,-0.23535431335263118,2.0455821370235565,0.5107936745512431,-0.48107190794871435,0.9795547177413492,0.8417742319518,0.06133641326551734,0.11539890463027438,-0.8890663844436042,0.3035051262726862,0.42372660954927777,0.0
br,-0.47949180771265854,0.43882295077558114,0.031311982569321564,3.0496392265493433,-0.5707786296447326,-0.4504290411901771,1.9935882853088187,-0.9823010324250813,1.0568313594946661,-1.6605868537523722,2.4549905248357615,-0.9876191524843058,0.7622436118520431,1.1639196454045924,0.44992025158259163,-0.08946742690964184,-1.4635017683612321,0.4551958254110254,-0.2534287114381824,-0.8595220054974885,-0.8469161330257473,-1.0019708100101645,0.5463292060422714,1.2971452729465998,-1.1804966052727583,0.6324474728467858,-0.06245479255908699,0.16498060292810265,0.4454172868313733,0.16827482731887483,0.0
bv,1.7939954649580465,1.6790487595896517,-0.6228714437652441,-1.3176922807016804,-3.3129671284326307,-0.3461002917304341,1.4653331512563104,1.72141424671988,0.19074741971147116,0.16991735259847407,-0.022843533569063133,-1.6982315456903483,-1.0499888920928422,-0.011679983182229268,-0.05366639704564123,0.37252128627302655,0.3431983288970167,-0.29883968571854724,0.21038088532525362,1.5368430640076969,-0.23387174837645708,0.2624274863569398,-1.2321335345087852,0.2807105621399884,-0.17027764794033287,0.20589484884764558,-0.03829636309857973,0.0328645949184928,0.5843627838686728,-0.5078742066376968,0.0
bz,-0.7710480555594696,0.2713014102389948,0.06558729016038757,0.9108983816015617,-1.209174984663352,1.0520842373035957,-1.1336549965987912,1.3285391430758844,0.34228062035701,0.07785551894595943,1.1110639102073925,0.7093008976878691,-0.4668512542260887,-1.5863567216818883,-0.7910356264290501,0.5334285828389173,-1.0172341274345988,1.8794569536467418,-0.18329824850340282,0.6939514850490717,1.6161121573338366,0.8362986612344335,1.0257127143644975,-0.5775762062434817,-0.9773325566694513,0.42234069898133236,0.3879136223504884,0.4865966331675466,-0.06271828177116452,0.5847830269353189,0.0
cl,-1.0530774645458476,-0.2849482961185994,-0.006671576983791352,0.1197541909505293,0.2938202937146144,0.21502018373940135,1.8153785883085758,-0.16504267229455002,0.5882732384463845,0.0872432774778895,-0.2260076390075109,-1.3641720108566147,0.27208148404481086,-0.8481783620952327,-0.41805612416643745,0.5722223910637727,0.942261485609846,1.565255134087468,0.622218399230455,-0.44726845570272833,-0.30262687451679776,1.0780818377830184,0.6319150344487093,-1.1083434767811546,0.3242609628925686,-1.4836216267135482,1.1711641693046226,-0.13977412802030104,-1.2373570407234877,0.0895715288086361,0.0
cs,-0.3341467079168615,0.7800527537297987,-0.15480474969284225,-0.11112816656358544,0.1723786306567062,-2.176982257050377,-0.7925502911333517,-0.5374231846506086,-1.7446487259749,1.1993975668562193,0.8893418151444543,-0.2509326954806938,1.6286248301214579,0.08658829384277798,0.4470739950264869,0.7521524295900519,-0.10607254776753465,-0.3949394037717185,-1.3824605696560137,-0.3077700928588224,0.11068458483225484,0.5964702549002028,0.6516903725659792,0.38042090211185403,0.14896680370896195,-1.531369947675364,-0.717926533652733,0.19587100355775736,-0.987508002454266,-0.027939151725422412,0.0
cj,1.8576978764862728,-0.058408541819674975,0.47892370722150923,0.3248074985432966,1.1930834772293146,0.9330153757570337,0.35282419890153227,-0.7506325455410918,-0.5597894560887944,1.2020413317971816,-0.6673122422211739,0.2637033859160202,-0.722740625867111,-0.9610285488095093,1.0405817247394693,-1.85673055480342,-1.5505163106688922,1.5004345012657696,-0.16300148369878595,-1.9717135816276072,1.8720697065855563,-0.5083625887684533,-0.4800028697177768,0.4171663039092868,0.29002672849164657,0.29954420324115927,8.794700866849019e-05,0.855451496816826,-0.05742880617589107,-0.5997234441214397,0.0
ct,0.870474298446624,0.546430457360155,-0.7795798322491662,-0.5315637352227782,-1.5854903694414781,-0.11388825852109019,1.1107768791192543,-2.1263308911735446,-1.832460790213107,-0.48314991600102847,0.6492314080581636,3.3603426760248474,-0.06565073208933415,1.6127031495697226,-0.6764697188860479,0.12351902646542949,1.7090069420602412,0.9151964156196326,0.4513003417612144,-0.5181161380267448,1.0297291844705156,0.058827259387431656,-0.5170627721970127,-0.27962530680183084,-0.15720118960031348,0.26374717050630786,1.3690593431598688,0.051767521806327176,0.20652983611897946,0.17313051366597512,0.0
cv,-0.1923909323766044,0.7472101501949768,-0.2331024147052323,-0.2635597685245416,-0.06656648159989842,1.704487631886541,-0.6069292199317349,-0.06388673963916648,-0.5368525956050721,1.1398019782904862,1.2211610493255052,-0.3332236698846928,-0.43640458389965636,1.961077214645942,-0.6251661274216402,-0.6833692361856155,-0.8190856831546803,-0.7657893731505159,1.5307914681306332,-0.38402955457725474,-0.0766098011822658,1.6591188360875662,0.8921633285061428,-0.3841645863109314,-1.5435031885325994,-2.1005921512806194,-0.20168205436258602,0.16241091024465484,-0.03824758053586421,-0.20917321893745341,0.0
db,-0.5448599760997193,-0.8049657815187504,-0.5163563664158077,0.05781298686000311,-0.8619432393532409,0.18072219291792924,0.017600247786208917,-0.8510747068960083,-0.3420182503669798,0.22461479104360024,-0.6253722037563005,-0.9192808535838711,-0.8635115372277654,-0.7720979352564409,0.07375987639137059,-1.477692138619753,0.8753674332909311,-1.0786266896468526,-0.9452123102846363,1.0087048897750446,0.33766656143311397,-1.1330478390906726,2.2873616014705953,-0.9003611386515277,-0.06343736609463589,0.07227215922940561,-0.6786647001873473,-0.1979100516829781,0.13161101230878033,1.027227141009103,0.0
dj,-0.20760578725106468,-0.6155412427484753,0.6111896648831411,0.9126187506051762,-0.8493646022914527,1.9315943411063394,-0.42730102455087415,0.5428752437515479,0.8266898856712463,0.43176447375137583,-1.6247090482816686,1.5505307332686014,0.8580946633531031,1.0257900650624543,0.6152909817176219,1.457180220621351,-0.43587950215789106,0.1830078139056781,0.021169992489060003,-0.01921497252979677,-0.47483337767810113,-0.03845747681650692,-0.10546074199412342,-0.5439279814533087,0.9484989789278242,0.4605163468419062,-0.863148918352959,0.9073336213253163,-1.3402489299162856,-0.16850022596460532,0.0
gl,0.16145980346135086,-0.24956161428355508,1.758402016626909,0.6686721094489999,-1.4559728999476178,-0.7684593584975045,-0.7853502236349679,-0.20452891457295577,0.8235757595093431,-1.5700315182221474,0.3517485542875937,1.128570493053532,-0.5758722976867579,-0.09890080525021047,0.7007587841576827,-2.2185651608587813,0.2957218481369363,-1.283828652355483,0.6825190609520343,-0.0025301924388690116,-0.19132974919068235,0.9641714669102073,-0.49978979207725277,-0.07398996164668492,1.8776999743198592,-0.028893457970129353,-0.09916563845177453,-1.017474052813873,-0.6851912333598862,0.47786474754722086,0.0
gr,-1.2342220428897746,-1.0182791680625287,-0.560775624669391,0.42935593848738857,0.723020163452703,-0.35094678475843977,1.1047090535083908,-0.31489166555849407,-0.6961510737886454,0.8372481154632219,-0.5309923340323265,-1.3274573305939774,-1.2328873750086795,0.38250497240385206,1.1012883559342872,-0.5121274737164029,1.9511659388039062,-0.01348471746676095,-0.5368922556612258,-0.9533843601531189,0.3275096387857639,0.6754828739984339,-1.4740962230967785,-0.3093335719515396,-0.23292305006856243,0.684443952795453,-1.2853145356585707,0.30636163853833615,0.5623369814891045,-0.536733825668167,0.0
gj,-0.2881415272040792,0.49012564752115095,0.023672040447486737,0.16347554085262694,0.29083970521649716,-0.8048843256072115,-0.43716725038317006,-1.467453647574603,0.16336895291787099,1.7900292076833575,-1.7108766430390374,-0.9163367000962913,0.44270360866584857,0.08950868829653105,-0.17323256567924716,-0.5484417808334279,-1.0959389823689507,0.7169291711789683,1.0151024867519272,2.164162927659013,-0.9901218640637145,-0.8594436188040285,-1.6843377780958728,-0.15653430803723892,-0.8746768357236135,0.9726958720447212,2.057215003161794,0.9804241910542919,-0.25340678571706754,0.9526130046633514,0.0
hr,-0.23650359987307873,1.1386601693766032,-0.5433983713194936,-1.15919395245648,0.8507552351372986,1.6887947490597044,-1.3940993034690057,-0.4236007033442606,0.4375123976272089,0.8993817093873991,2.519070488786125,-1.0891228726832969,0.8662636479973966,-0.7278498480276523,0.4332556421113364,-0.2046361610934179,0.8051198708763223,-0.11295806663029924,0.9235352881738638,-0.8627877166773391,-1.0467354985483308,1.1580875697865978,-1.0742856713413615,-0.04316318113361807,0.7311039448171945,0.9340722667369638,0.28870049834533995,0.5325456118953016,0.4032204900195585,0.644071980701043,0.0
hd,0.5328566151524825,2.1857343025617215,-0.8328050431161175,0.9314248960990349,0.40498865926886773,-1.2120245501861626,-2.8912622660966254,-1.0460049470775672,1.2158468326470941,-1.7238242598410312,-0.9070640658153122,-1.0027907897077497,-0.7530861570176162,1.4117162473069746,2.2069593533407312,0.6819038706007063,0.776951302749688,0.6315321752687074,0.23916987408210494,0.35071707735536783,0.7331883933156517,-0.10366526575817338,0.33351570952093235,-1.2952261673978298,0.5559902852859697,-0.34612545251609156,0.19027334982557392,0.28183789572342804,0.03941070735282599,-0.671046152037032,0.0
il,-0.9885054885107349,-0.4705588937719776,-0.23649895059544665,0.8067452200072144,0.19942848527065488,0.2124211204595362,1.401890090741289,-0.4875892328217823,0.6096791004822009,-0.3612732999380673,0.8051991074021893,-0.589351602013405,-0.08078123507950255,-0.29457038331863106,-1.088913061551933,-0.17041919734904135,0.3538686663190267,0.9284762987195153,0.24415149376003606,0.7662934722022855,-0.06110592764875632,-0.9774936614914851,-0.08428451802232717,-1.2289023764053697,2.8755296458024526,-0.6376246954365841,-0.00594244266413942,0.5898337512727915,0.4469132266834,-0.2787694522357296,0.0
is,1.0661488923916838,-1.1352727366600912,2.7675911646066114,-1.0847501533411519,-0.4871910488276649,0.25885092154774514,0.03104181916103972,-0.8236400721949573,-0.7728668914997404,-0.7156447407095816,-0.5605286542937441,-1.4978402313800088,0.2206711201665143,0.5540530496720614,0.4000513606585082,0.16053874442333904,-1.633425632351062,-0.1144344244716007,-1.012094208843071,-0.03467894880759594,0.09285897655223618,0.829808179973875,1.3248478427441923,-1.3697787706113036,-1.2088818011666425,0.8406947255638498,1.0382762529301541,-0.782419184380712,0.989105991436238,-0.6584902063427645,0.0
if,0.8546469630889277,-3.997497993195908,-2.580584268126112,-1.277634866629012,-0.02247858520450285,-2.0292525765469867,-0.7117207321227699,0.6215521033166556,1.3203535114512417,0.5417587884853058,1.139186339249179,0.44218216865436794,-0.6618918361733636,1.1929259729993065,0.7912431179175128,0.10330025681568965,-0.9354068832204361,1.1649879910782153,0.7230156723710044,0.2552605256769236,-0.3189009076280307,0.2741684722753283,0.2527168018545412,0.17466361128394978,-0.3022055615338444,-0.1173891662769907,-0.20743986479869655,-0.29556159869285625,0.11152401385746682,0.08538008901856846,0.0
mm,-0.21284660039327732,0.08042697164618372,-0.3627404445394591,-0.9280774419527783,0.2544562482198014,0.2627093919742142,0.007188555738409495,-1.003889921361807,0.02871447459489018,-0.7086235222115095,-0.44352785272860273,-0.14546605803743554,0.4229981226740134,-1.0825805949049376,0.5131361306975649,0.5761461789962385,0.4841887339544264,-0.03257527303757785,0.7832946905952728,-0.5333162551126943,-0.7639136218345027,-1.5181345535971418,-0.0021691874398080723,1.3868992925803505,-1.3373033892656212,-1.226271057058003,0.3916279009275646,-1.1579471637300789,-1.7256880943871624,-0.3786264441017107,0.0
mh,-0.7491850107435367,0.9603075496854964,0.4343610624875851,0.9077817721359983,-0.17254721990945476,-0.9083486845577445,0.022175187568844366,1.1380416332941619,-0.19135633331217738,2.212020597851243,-0.128138042376278,0.7296418214861072,-0.2082303723874108,0.5773070858992845,0.8192604942375872,-1.8862048521437997,-0.6639418961198701,0.5652932490568022,-0.635465286555451,-0.030031848126357893,-1.0299701963501537,1.4101726090379438,0.6405293863568525,0.5077129309271288,0.9117098922336555,0.764434341825312,0.24380629128730147,-1.8784569934293327,-0.5169640859281468,-0.12812516804424673,0.0
b,3.996131017141685,-0.48683596373482313,1.4883029224895001,1.7959975694493584,1.7070782473558095,-0.26143304042583815,0.20481557543647314,-0.33691836990747304,1.2774684307388104,1.6559342502371344,1.050501773126097,0.14540058541017192,-0.1643510092183616,-0.4201284966959231,-1.1872617049179832,1.2201601188442037,1.5961944555172667,-0.9702325937643894,0.22473327859814715,1.0171385822895067,0.1506886696163155,-0.22166923202315736,0.124627205665795,0.11792494979316794,-0.05070639984013249,-0.21884361644897732,-0.21058575164811533,-0.5218152675415005,-0.2773352769722805,0.2334214435273006,0.0
ms,0.32547432249444075,0.01706065432271424,-0.0662734355416908,-0.21405188725432728,-0.21512406787014648,1.932062637925481,0.23098525681101226,-0.4323794591285865,-0.5512766903762892,0.05551755751549334,-0.36300283759255025,0.27845920911720856,-0.6800236581417662,-0.35945036513808676,2.050483960535662,1.9811331062880595,0.8663979580354539,0.35251358563090573,-0.2955083027331382,-0.23426333586307732,-1.2409062372772033,-0.33629752264173707,0.6943701264541493,-0.07443577804579765,-0.4749009776984816,0.19582792577887426,-1.8457828706725707,-1.3217508913352751,0.6677591259109468,0.6067038200443441,0.0
nt,-0.5650260237843336,-0.030773369146199464,0.15756127208887497,-1.078606759349914,-0.6863855383139118,-0.46717772887405645,0.21135799701787533,-0.5968452363298041,1.4489645204921673,0.4472386812049494,-0.03158393524205828,0.9457169585624559,2.2576764313794384,-0.7529974948789915,0.9397677028245148,1.570653044059871,-1.7782884635919587,-1.4137294524955555,-0.011214624711506435,0.4106666713361797,1.4575542720183792,-0.06529441042938418,-0.10361774851085263,0.8143413826916969,1.0026508814022999,-0.06532049783728996,-0.6626099653107477,0.8041959596557099,0.6731435258171623,-0.1164425483901781,0.0
ot,-0.90971175710009,-0.6710607364907707,-0.03375336504574327,1.1280368575498039,-0.5461048237265175,0.34824713136408536,0.5796217720944558,0.5893193982597476,0.5903808951701548,0.3763064992063591,-0.679915909203426,-0.18582777188361915,0.9615867070010146,1.0661901797401463,-1.1030481734953737,0.4623473647906919,0.119901694274214,-1.1519972856585705,-0.04618268093894036,0.0076840255674182935,0.7565913287047585,1.0118976896111687,-2.0058432381423774,-1.341709462136182,-1.1238876142690575,0.5108223563680522,-1.162866167170595,-0.3393942712893718,-0.9417670370132315,-0.8587219622842459,0.0
ph,0.21173897512223927,-0.41984736734388817,-0.8290340226256164,0.40428648040406423,-1.338260640913721,-0.3652779089999722,-0.11011826976354121,-1.8220944451976135,-0.07252174460940347,-0.22505895911427765,-0.8183730044730033,-0.25211575505065653,-0.04717700727613822,-2.299051210472466,-0.7038853097836169,-1.1178529680199154,0.32811617665970094,-0.3790652626782926,-0.07798642776144545,0.568187573905211,0.7207751284723316,1.0809079671935704,0.6641703746054483,0.7717426118470949,-0.781588585379207,-0.504561866766618,-1.5157134626019442,1.3555361080420376,-0.41866694271605087,0.04945671794603109,0.0
sj,-0.2751859242473575,0.6539709870106583,0.12325683066162031,-0.44868256449621036,0.924085143867351,1.1985068692688088,0.5807307437976027,1.0670317760289774,1.6084017361848775,-0.004980917677562789,-0.7247967591584574,1.465967927773336,-1.1842103601031808,0.021011518732071997,0.41517915866895183,-1.201566096713741,-0.14679323584950218,-0.3569925604843452,1.1371341211512038,1.0104377066995431,-0.8793444749942565,-0.6670811533009684,0.9602003823133822,0.8718063159585947,-0.3078846249922195,-1.6300378108640996,0.01406117657246282,0.7968846026953099,0.9031923400822419,-0.9503706636058078,0.0
sm,-0.3304725272396569,-0.40734400113624797,-0.37144167066158484,0.46281681749405973,0.12399740821104276,0.41121357507725614,-0.25836265438764133,0.6611193131198088,-0.5345790861564355,-0.5238916669857054,0.3699587216216311,0.3868434257459491,-1.4238439396088058,0.0257278013811674,0.17035145937719331,-0.39340448703394165,-0.9829945202750192,-2.4429819443778555,-0.18167819564125812,-1.0360722325626535,0.5847420564812139,-1.3277307498282247,-1.4949954052023595,-0.5584281728178329,-0.16840200616841053,-1.0471046220633724,0.4495609877891205,0.4872306058845106,0.4206356537361407,1.0207172449990827,0.0
sb,1.396259784514456,1.036577861143842,-0.13207797541739186,-0.8483191738749162,-0.7642173958525136,-0.9245235069382873,0.5328703330781003,2.2743133226867,0.1273314105027217,0.12524657009484227,-0.5297554534888487,-1.0679952929002743,0.14939038151253062,0.17406633628350407,-0.3525750206656501,0.26770341494818384,-0.27092903372981236,0.10236670576455521,-0.6399929955087553,-2.8291535746167042,0.260746229287211,-1.145255719497295,0.3295669956568337,-0.08272015380271033,0.8219907026593164,-0.6674345924526035,0.18201978153582932,0.6963570825180668,-0.9120781942656935,0.8818644942429109,0.0
sv,-0.5434336558082714,-0.1120291875679966,0.5835378516025792,-2.1467593696971736,0.3802970827108288,1.0119759091173628,0.3305801552181482,0.052352681775052076,0.9053542719020057,0.6913903451233622,0.47970554543991567,-0.24537588371359625,1.3103065539001917,2.00123165173385,-0.17837895931637116,-1.0610639726797249,1.2654534857699626,0.6168699097418707,-1.3544253422051478,0.504122460169147,1.270177815755977,-1.7654758983190741,1.03875428317099,-0.40618934882482627,0.5665657944596737,0.8724166638155127,-0.09368052397366874,0.2056098518858899,-0.16099877089474168,0.1145887542265072,0.0
tr,-1.5415880204050176,-0.5588596802822106,0.43350852452644517,1.6057310350470464,-0.345856332889756,-0.19752976039347656,-1.2371721114426821,0.6328267552063334,-0.4411095015017943,1.399053553781417,-0.980390249714008,0.0852117906176935,-1.548383775200324,0.8302802265189864,-0.8136364873817092,1.7627787795984433,0.6544237612644825,-0.16232738319272202,-1.1857706805451926,-0.34130846311871915,0.10393554358965727,-0.7735288814101802,0.1017987252330249,1.4391515237211496,-0.026932245706418147,-0.5610866007105795,1.3933313329510726,-0.02871952265474768,1.135382935157582,0.47781595797581494,0.0
tm,1.3847607733826874,-1.0736600976298865,-0.5352758516227341,0.8531079910702098,0.8166917483599551,0.8467235280828181,-0.0017126936390325655,1.205290298016091,-2.4199022561725334,-1.803035805741304,-0.5681632648179485,0.08848148077851392,1.2831382161691054,-0.206457654346645,0.7161077223878304,-0.11982017980286565,-0.5188045986644685,1.160677787539255,-0.8176016009204421,1.0166357459643254,-1.4874759169170328,1.0005324399301971,-1.0309324952047225,-0.550985339137567,0.7399680665388143,-0.8922226245189,-0.0702238498131456,1.0645637400669845,0.4957223224757061,0.44096571755639774,0.0
tl,-0.4446546970659725,1.5646666816075092,-0.2236997918871595,-0.4919332297313666,1.9609582939786043,-1.978434678856537,2.2869859894315754,0.7163181971013081,0.756705452328498,-0.20176591640184233,-1.2657934967500057,1.8109613718898192,0.08195215129183538,-0.7373833438998292,0.39900649194917415,0.2934150298372189,-0.02268078985749619,-0.19525476891028,-0.04589589410559404,-0.3038426176380898,-0.609236970987064,1.1585734346174692,0.7549541855027486,-0.948848700561182,-0.9231891746124136,0.5561230606944766,-0.19146209091248348,0.09009391810650189,1.0222718029299085,0.5033585454144193,0.0
vl,-0.19296479013947804,0.8999433936951796,-0.6141976927001553,-0.3032812426610662,0.24637128828719315,-0.805669503921992,-0.5168497921883339,-1.1125350043508486,-1.465497822460772,0.627266800552238,0.27697056924880015,0.4497737575200332,-1.1214679534338514,-0.5076090122727989,-2.1176344005831846,1.1789506641427954,-1.6594505421847983,-0.3692668215904874,0.8382726491695828,-0.33094416123884496,-1.1215649971722719,-0.7455334048279075,0.8258128460061059,-1.4286724702201785,1.205009709039596,0.8783128612483746,-1.1614991921999445,-0.1701201099292659,0.35559156792461527,-0.8563096873462889,0.0
vs,-0.9535651313730408,-0.5682884144649617,3.395125572373191,-1.1310671340133778,0.08531842608566394,-1.5822516782455371,-0.8988185139882326,0.9554109351918704,-0.7565578036350399,-0.9769998657239056,0.8905499581467509,0.3927492271177218,-0.5961315031563769,-0.017639145302761526,-0.6020470947767622,0.22615786524528314,1.2699872788404725,1.1428449693611553,0.8189462108551198,0.14678078038603515,-1.122699907591884,-0.2905283535714427,-0.11938629475609062,0.7648661838216047,-0.6934802926809585,0.24278879648416643,-0.9410646300571981,1.854791486010785,-0.42304543337245765,-0.044997541089660656,0.0
vn,-0.6181901494380815,-0.20824827027916537,-0.41774315157886893,-0.2076947436626921,-0.04623697031603331,0.3906646843747207,-0.01784637218975656,0.8492087554574136,-0.4239005156112469,-0.14386448169512722,1.663185246171896,0.5924026177089855,-1.1333387355193947,-2.3025751738360314,1.5706193190086792,0.9190232756243611,0.15664424625265833,-0.31465351497373895,-0.4253229653580724,0.3046139638618602,0.2469780192654133,-0.5898811861924698,-0.25996542067697775,-0.20135342616710253,-0.16501525729584351,1.7325730293269141,1.6656168523299957,-0.4570795850417243,-0.9030678234758054,-0.9379730665777111,0.0
